Participant ID,Q. 1 In which industry have you been primarily employed-Please choose one of the following answers.,In which industry have you been primarily employed-Please choose one of the following answers. [Other],Q 2. What is the highest qualification you hold-Please choose one of the following answers.,What is the highest qualification you hold-Please choose one of the following answers. [Other],Q. 3 What is the institution where you completed your highest qualification- Please enter in the text box below.,Q. 4 When did you receive your highest qualification-Please enter the year in the box below.,Q. 5 How many years have you worked in your profession-Please choose one of the following answers.,"Q. 6 What is the country and state of your organisation-
Please enter in the text box below.",Q. 7 In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],Q. 8 In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],Q. 9 In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],Q. 10 In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],Q. 11 In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],"Q. 12 Do any reference materials directly influence the concepts and terminology of your publications or reports-
Please select yes or no. Please name your most influential reference material in the comment section.","Q. 13 If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","Q. 14 If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []",Q. 15 Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Q. 16 Do you provide meaningful definitions for key terms in your publications and/or datasets-Please choose one of the following answers.,Q. 17 Do other archaeologists provide meaningful definitions for key terms in their publications and/or datasets-Please choose one of the following answers.,"Q. 18 Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I use a well-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I borrow from a well-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I use a less-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I borrow from a less-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I create new recording systems]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I inherit recording systems from an unknown source]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [Other]","Q. 19 If you answered the above question, and you borrow or adapt an existing system, please specify which system.",Q. 20 What working environments have most influenced the development of your concepts and terminology- [Ranking 1],What working environments have most influenced the development of your concepts and terminology- [Ranking 2],What working environments have most influenced the development of your concepts and terminology- [Ranking 3],What working environments have most influenced the development of your concepts and terminology- [Ranking 4],What working environments have most influenced the development of your concepts and terminology- [Ranking 5],What working environments have most influenced the development of your concepts and terminology- [Ranking 6],What working environments have most influenced the development of your concepts and terminology- [Ranking 7],"Q. 21 If you included ""other"", please specify.",Q. 22 What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 1],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 2],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 3],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 4],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 5],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 6],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 7],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 8],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 9],"Q. 23 If you included ""other"", please specify.",Q. 24 Do you think there is a lack of standardised vocabulary in archaeological literature/reports-Please choose one of the following answers.,"Q. 25 If you answered yes to the question above, how serious would you consider the impact of the lack of standardisation on archaeology as a discipline-
If you did not answer yes to the question above, please select 'no answer.'
Optional: can you think of a specific example where a lack of standardisation has been a significant issue- Please enter in comment section.","If you answered yes to the question above, how serious would you consider the impact of the lack of standardisation on archaeology as a discipline-
If you did not answer yes to the question above, please select 'no answer.'
Optional: can you think of a specific example where a lack of standardisation has been a significant issue- Please enter in comment section. - comment",Q. 26 Are you willing to compromise over the use of terms and concepts in your own practice to achieve a reconciliation of terms-,Are you willing to compromise over the use of terms and concepts in your own practice to achieve a reconciliation of terms- - comment,"Q. 27 To what extent would you consider your own lexicon to be part of a wider, accepted vocabulary within your sub-discipline(s)-
Please choose one of the following answers.",Q. 28 Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],"Q. 29 Please describe in a few words an example where a disagreement over the definition of a term had a significant impact on research, analysis, or understanding. Please name the term, and provide a brief description. Leave blank if not applicable.","Q. 30 How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your chronological period(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your methodological practice(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your sub-discipline(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [Outside your sub-discipline(s)-]","Q. 31 When I work with other colleagues, I have to learn new terms to fit in with their workflow.Please choose one of the following answers.","Q. 32 A Please select your stance on the following statements.
Please choose one of the following answers for each statement. [I think that archaeologists across all sub-disciplines share common core concepts and terminology.]","Q. 32 B Please select your stance on the following statements.
Please choose one of the following answers for each statement. [When I read archaeological literature across all sub-disciplines, I see a commonly shared bank of concepts and terminology.]","Q. 32 C Please select your stance on the following statements.
Please choose one of the following answers for each statement. [I think that archaeologists in my sub-discipline(s) share common core concepts and terminology.]","Q. 32 D Please select your stance on the following statements.
Please choose one of the following answers for each statement. [When I read archaeological literature in my sub-discipline(s), I see a commonly shared bank of concepts and terminology.]",Q. 33 What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],Q. 34 When does the standardisation of terminology become most important-Please choose one of the following answers.,When does the standardisation of terminology become most important-Please choose one of the following answers. [Other],"Q. 35 Thank you for participating in our survey. If you have any further comments please enter them in comment box below. If you wish for a reply, further information or to be updated on the progress of this project, please leave an email address. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Government Institution,,Honours,,Sydney University,2006,1-5,New South Wales,Sydney city,,,Historic,,,"Historical, Cultural Heritage Management",,,,,,,,Historical urban,,,,,,,,,,,,,,,,,,,,,Always,Sometimes,No,No,No,No,Yes,No,,,Government Institution,Institutional Training,Professional Mentor,Organisation/Company,Individual Research,Fieldwork,,,Reports,Journal Articles,Monographs,Conference Papers,Workshops,Handbooks,Textbooks,Recording Forms,,,Yes,Major,Searching databases for objects,Yes,,,,,,,,,Never,Sometimes,Sometimes,No answer,Sometimes,Moderately Agree,Moderately Agree,Disagree,Moderately Disagree,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Heritage Management,,Bachelors,,Flinders University,2009,1-5,"Queensland, Australia","Maranoa & Western Downs, Queensland",,,mid-late Holocene,,,Indigenous,Cultural Heritage Management,,Surface Survey,Archaeological Survey,Geographical Information Systems,Remote Sensing,,Lithics,Rock Art,,,,,,,,,,,,,,,,,,,,,Often,No,No,No,No,Yes,No,,,Institutional Training,Fieldwork,Professional Mentor,Individual Research,Organisation/Company,,,,Journal Articles,Monographs,Reports,Workshops,Textbooks,Conference Papers,Handbooks,Recording Forms,,,No, ,,Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Rarely,Never,Rarely,Sometimes,Sometimes,Moderately Agree,Agree,Agree,Agree,,,,During writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Heritage Management,,Masters,,University of Sydney,1999,20+,"New South Wales, Australia","Sydney, Australia",,,Holocene,,,Indigenous cultural heritage,,,"Surface survey, excavation, geoarchaeology, sourcing artefactual stone",,,,,"rock shelters, lithics",,,,,,,,,,,,,,,,,,,,,Sometimes,Sometimes,No,No,No,No,No,No,,,Individual Research,Institutional Training,Professional Mentor,,,,,,Reports,Recording Forms,Textbooks,,,,,,,,Not sure, ,,Not sure,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",hatchet versus axe,IMTC (my term) versus indurated mudstone/tuff/chert (often used by archaeologists for the same material,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Government Institution,,Honours,,University of New England,1988,16-20,"New South Wales, Australia","Sydney region, Australia",,,Late Holocene,Pleistocene,,Indigenous,Historical,Cultural Heritage Management,Statutory framework advice,Assessments,Research Design methodologies,,,skeletal remains,lithics,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Other,"Native title, state public service",Doctorate,,University of Western Australia,1985,20+,"Western Australia, Australia",South-west of Western Australia,"Wesern Victoria, Australia","Pilbara, Australia",Late Holocene,Palaeolithic,,Indigenous,Heritage interpretation and communication,Cultural Heritage Management,lithic analysis,surface survey,excavation,,,stone artefacts,faunal remains,surface sites,,,Yes,"Holdaway, S. and N. Stern (2004), A record in stone, Lithic analysis reference","Inizan, M.L. et al (1992). Technology of knapped stone, Lithic analysis reference","Andrefsky, W. (2005) Lithics. Macroscopic approaches to analysis. 2nd edn. Lithic analysis reference",,,"Holdaway, S. and N. Stern (2004), A record in stone, Lithic analysis reference",,,,,,,,,,Often,Sometimes,Yes,Yes,No,No,No,No,,e4 (formerly entrer trois) AND MS Access,,,,,,,,,,,,,,,,,,,, ,, ,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Other,"Native title, governemtn",Doctorate,,University of Western Australia,1985,20+,"Western Australia, Australia",Western Victoria,South-west of Western Australia,"Pilbara, Australia",Late Holocene,Palaeolithic,Early Holocene,Indigenous,"Heritage education, interpretation and communication",cultural heritage management,lithic analysis,surface survey,excavation,,,stone artefacts,surface sites,faunal remains,,,Yes,Holdaway and Stern (2004) A record in stone. Lithic analysis text,"Andrefsky, W. (2005) Lithics. Macroscopic approaches to analysis. 2nd edn. Lithic analysis text.",Inizan et al. (1992) Technology of knapped stone. Lithic analysis text. ,,,Holdaway and Stern (2004) A record in stone. Lithic analysis text,"Andrefsky, W. (2005) Lithics. Macroscopic approaches to analysis. 2nd edn. Lithic analysis text.",,,,,,,,,Often,Sometimes,Yes,Yes,No,No,No,No,,e4 (formerly entrer trois) AND MS Access,Other,Institutional Training,Individual Research,Professional Mentor,Fieldwork,Government Institution,,I included other because I began my career in archaeological field units in Britain and 'fieldwork' did not seem to me to describe the specific apprenticeship style training that I received there.  It is ranked high because I have interpreted influence to mean establishing fundamental concepts and patterns of thinking. Of course for many practical purposes the recording forms imposed by government are most influential to actual practice.,,,,,,,,,,,Yes,Major,Geological terms for lithic raw materials are a problem - particularly between states. ,Yes,"The terminology used is far less important than the underlying concepts. Unfortunately, the limited experience of many archaeologists means that often they don't really know what they are talking about, or don't realise the difference between the local and the general. Unfortunately the tendancy for the loudest voices to prevail is unhelpful.","All of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Holdaway and Stern (2004) A record in stone. Lithic analysis text,"Andrefsky, (2005) Lithics. 2nd edn. Lithic analysis text","DAA, Western Australia. Site definitions.",At data creation,,"There were a number of points where I felt your survey was a bit restrictive and I would have liked more opportunities to explain my answers. Q22 particularly frustrated me. I was also unclear what you meant by 'fieldwork' - do you mean practical experience? There are a whole lot of issues here to do with training and mentoring - you can have a lot of field experience but if it isn't associated with appropriate training and mentoring its really quite difficult to actually learn from it. You could also have included other forms of practical experience, such as analysis of various sorts. 
A lot of this is fundamentally about communication, which is a specific interest of mine. Would thus really like to know the results! My email address is: birho@optusnet.com.au",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,University,,Doctorate,,La Trobe University,2012,6-10,"Victoria, Australia",South-west New South Wales,Victoria,,Pleistocene,,,Indigenous,Landscape archaeology,,GIS,Field survey,,,,Lithics,Open surface sites,,,,Yes,"Holdaway & Stern (2004), A record in stone, Book","Holdaway et al. (1998), New approaches to open site spatial archaeology in Sturt National Park, New South Wales, Journal article",,,,"Holdaway & Stern (2004), A record in stone, Book",,,,,,,,,,Always,Often,No,No,No,No,No,No,,,Institutional Training,Professional Mentor,Fieldwork,Government Institution,,,,,Journal Articles,Workshops,Handbooks,Textbooks,,,,,,,Not sure, ,,Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",Patina,Tool,Site,,,,Sometimes,Sometimes,Often,Sometimes,Often,Agree,Agree,Moderately Agree,Moderately Agree,"Holdaway & Stern (2004), A record in stone, Textbook",Online geology websites - variety,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,I am still studying,,Masters,,"Charles University, Prague",2011,I am currently studying.,Czech republic,"Thrace, Bulgaria","Northern Greece, Greece",,Classical period,,,Classical,Hellenistic,,remote sensing,surface survey,,,,inscriptions,graffiti,,,,No,,,,,,"Renfrew, Bahn (2012), Theories, Methods, and Practice, Book","Kuna, Martin (2004), Non destructive archaeology (in CZ)",,,,,,,,,Often,Sometimes,No,Yes,No,No,No,No,,Inscriptiones Graecae division and vocabulary,Fieldwork,Individual Research,Professional Mentor,,,,,,Monographs,Journal Articles,Handbooks,,,,,,,,Yes,Minor,,Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",site,object,locus,,,,Sometimes,Sometimes,Sometimes,Rarely,Always,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,"Renfrew, Bahn (2012): Archaeology: Theories, Methods, and Practice",,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,University,,Doctorate,,ANU,1998,20+,"Australian Capital Territory, Australia",Highlands Papua New Guinea,,,Within Papua New Guinea probably all prehistory - these European divisions really do not apply,,,"Although I taught extensively  in many areas of archaeology I would not call myself an ""expert""",,,"I used many techniques but frankly do not see myself as an ""expert"" in any",,,,,"Although I did a great deal of faunal analysis and worked in several rock shelters I would not regard myself as an ""expert"" ",,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Heritage Management,,Doctorate,,Sydney University,2008,20+,"New South Wales, Australia",Sydney,NSW,Papua New Guinea,Modern Historical,Roman,,,,,Assessment,Excavation,Surface Survey,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,University,,Doctorate,,The University of Sydney,2009,11-15,"New South Wales, Australia",,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,, ,, ,,,,,,,,,No answer,No answer,No answer,No answer,Always,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Heritage Management,,Honours,,La Trobe,2008,1-5,"Victoria, Australia",North East Victoria,,,"Pleistocene, early holocene",,,"Indigenous, heritage management",,,"surface suvey, excavation",,,,,lithics,,,,,No,,,,,,,,,,,,,,,,Always,Often,Yes,No,No,No,No,No,,,Professional Mentor,Fieldwork,Government Institution,Organisation/Company,,,,,Recording Forms,Textbooks,Reports,,,,,,,,Yes,Minor,,Yes,,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",flaked pieces,,,,,,Rarely,Rarely,Sometimes,Rarely,Rarely,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Heritage Management,,Doctorate,,University of Sydney,2006,20+,"New South Wales, Australia",The United Arab Emirates; NSW Australia,,,Bronze Age near east; and Holocene Australia,,,Indigenous; Cultural heritage Management and Near Eastern,,,Excavation; surface survey,,,,,landscape archaeology; some ceramics; burial practices ,,,,,,,,,,,Field Archaeology handbook,,,,,,,,,,Often,Sometimes,No,Yes,No,No,No,No,,common use,Institutional Training,Fieldwork,Individual Research,Organisation/Company,Government Institution,Professional Mentor,,,Textbooks,Handbooks,Reports,Journal Articles,Monographs,,,,,,Not sure, ,,Yes,,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",Potential Archaoelogical Deposit,,,,,,Often,Often,Often,Often,Rarely,Moderately Agree,Moderately Agree,Moderately Agree,Agree,,,,During editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Heritage Management,,Masters,,KUL,1998,11-15,"Victoria, Australia","South Australia, Victoria, Far North Queensland",,,Holocene,Roman,,Indigenous,classical ,cultural heritage management,photography,excavation,mobile mapping,,,lithics,contact sites,ceramics,glass,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Heritage Management,,Doctorate,,La Trobe University ,2005,6-10,"Victoria, Australia","Victoria, Australia",Northern Europe,,Pleistocene,Early Holocene,,Indigenous,Palaeolithic,Hunter-gatherer archaeology,Lithic artefact analysis,Geographic Information Systems,Predictive modelling,,,Lithics,Archaeological landscapes,,,,Yes,"Holdaway, S./N. Stern (2004), A Record in Stone",,,,,,,,,,,,,,,Often,Sometimes,No,No,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,University,,Doctorate,,Indiana University,2008,16-20,"Indiana, United States",Eastern North America,,,Late Pleistocene,Early Holocene,Late Holocene,Archaeological Informaics,Cultural Heritage Management,Archaeological Sciences,Excavation,Surface survey,Data management,Meta analysis,Geospatial science,Ceramics,Lithics,Neolithic settlements,,,,,,,,,,,,,,,,,,,Often,Often,Yes,Yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,I am still studying,,Masters,,"Sofia University ""St. Kliment Ohridski""",2009,6-10,"National Institute of Archaeology with Museum, Sofia, Bulgaria","Kazalak, Bulgaria","Eastern Rhodope Mountains, Bulgaria",,Early Iron Age,,,Archaeological Sciences,,,"Surface surveys, excavations, remote sensing",,,,,"ceramics, rock art",,,,,Yes,"________ 2005 a	________, ______. „___________ ________ __ _______ _______ _____ _ _________ ______.” __________ __ __________ __ _____________ _ ______ ______ „______.” _____, 2005. ",,,,,,,,,,,,,,,Always,Often,Yes,No,No,No,No,No,,,Professional Mentor,Fieldwork,Individual Research,Organisation/Company,Institutional Training,,,,Monographs,Textbooks,Journal Articles,Reports,Conference Papers,Workshops,Recording Forms,,,,Not sure, ,,Not sure,It would depend on the different situation. ,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Often,Moderately Agree,Agree,Agree,Agree,"goverenment regulations, textbooks, journals",,,At data analysis,,"Yes, I would like to stay updated on the progress of this project. E-mail: nadetok@yahoo.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,University,,Doctorate,,Flinders University,2010,11-15,South Australia,"Cape York Peninsula, Australia","Weipa, Australia",,Late Holocene,post-contact period,,Indigenous archaeology,Cultural Heritage Management,Historical archaeology,Zooarchaeology,Field survey,Oral history,Excavation,,Midden sites,Mission sites,post-contact heritage,,,Yes,Claassen 1998 'Shells' was influential,Burke and Smith 2004 (Archaeological Field Methods),,,,Burke and Smith 2004 Archaeological Field Methods,Drewitt 2011 Field Archaeology,Balme and Paterson Archaeology in Practice,Other texts/paper relevant to more specialised topics,,,,,,,Always,Often,No,Yes,No,No,No,No,,This is a difficult question since my recording system is the outcome of many years of research drawing on a range of different systems. ,Fieldwork,Individual Research,Professional Mentor,,,,,,Textbooks,Recording Forms,Journal Articles,,,,,,,,Yes,Minor,Yes in regards to making decisions about site extents in situations with extensive background scatters.,Not sure,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",Midden/shell mound,,,,,Where people had limited understanding of what a midden was and were not capable of distiguishing between anthropogenic and natural deposits containing shell. This is much about poor understanding of geomorphology as it is about standards though.,Sometimes,Sometimes,Sometimes,Never,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,University,,Doctorate,,University of Queensland,2000,16-20,"Queensland, Australia",Queensland,,,Historic,,,Historical,Cultural Heritage Management,,Excavation,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,University,,Doctorate,,Australian National University (ANU),2010,1-5,New South Wales,Europe,,,Quaternary,,,geochronology,archaeometry,archaeological sciences,geochronology,geochemistry,ESR dating,Uranium series dating,trace element analyses,faunal remains,human remains,,,,No,,,,,,,,,,,,,,,,Sometimes,,No,No,No,No,No,No,,,Institutional Training,,,,,,,,Textbooks,Journal Articles,Handbooks,Workshops,Conference Papers,Monographs,,,,,No, ,,Yes,If I feel it is appropriate,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,No answer,Sometimes,Sometimes,Never,Never,Moderately Agree,Moderately Agree,Agree,Agree,,,,At publication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Heritage Management,,Masters,,LaTrobe,1986,20+,Victoria,"Victoria, New South Wales, Tasmania Australia",,,Pleistocene,Holocene,,Aboriginal archaeology,historic archaeology,contact archaeology,survey,excavation,reporting,remote sensing,landscape/site analysis,lithics,shell middens,open sites/surface scatters,ceramics,glass,,,,,,,,,,,,,,,,,Always,Sometimes,No,No,No,Yes,Yes,No,,"Record in Stone, Port Arthur Catalouge",Fieldwork,Individual Research,Professional Mentor,Government Institution,Organisation/Company,Institutional Training,,,Handbooks,Workshops,Recording Forms,Reports,,,,,,,Yes,Major,"Lack of standardisation produces disparate recording systems which are hard to understand/reconcile by people evaluating, comparing or analysing data collected in the field or by research.",Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",Stone raw materials (generally),,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,I am still studying,,Masters,,Flinders University,2012,I am currently studying.,"South Australia, Australia","Adelaide, Australia",,,Colonial Australia,Contemporary Australia,,Historical,Contemporary/Urban,Buildings archaeology,Excavation,Surface survey,Research (Archival),Building/architectural surveying,,Architecture,Graffiti,Ceramics,Glass,Burials,No,,,,,,,,,,,,,,,,Always,Sometimes,No,Yes,No,No,Yes,No,,Recording systems taught at Flinders University. ,Institutional Training,Individual Research,Fieldwork,Professional Mentor,Organisation/Company,,,,Textbooks,Handbooks,Recording Forms,Journal Articles,Monographs,Reports,Conference Papers,Workshops,,,No, ,,No,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Often,Often,Often,Often,Rarely,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Agree,,,,During writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
